distance	distance_range(bp)	count.Inner	count.Outer	count.Right	count.Left	sum	log10count.Inner	log10count.Outer	log10count.Right	log10count.Left	log10sum	proportion.Inner	proportion.Outer	proportion.Right	proportion.Left	allpossible_sumcount	prob	log10prob	count_per_chr.chr1	count_per_chr.chr10	count_per_chr.chr11	count_per_chr.chr12	count_per_chr.chr13	count_per_chr.chr14	count_per_chr.chr15	count_per_chr.chr16	count_per_chr.chr17	count_per_chr.chr18	count_per_chr.chr19	count_per_chr.chr2	count_per_chr.chr20	count_per_chr.chr21	count_per_chr.chr22	count_per_chr.chr3	count_per_chr.chr4	count_per_chr.chr5	count_per_chr.chr6	count_per_chr.chr7	count_per_chr.chr8	count_per_chr.chr9	count_per_chr.chrX	count_per_chr.chrY	allpossible_count_per_chr.chr1	allpossible_count_per_chr.chr10	allpossible_count_per_chr.chr11	allpossible_count_per_chr.chr12	allpossible_count_per_chr.chr13	allpossible_count_per_chr.chr14	allpossible_count_per_chr.chr15	allpossible_count_per_chr.chr16	allpossible_count_per_chr.chr17	allpossible_count_per_chr.chr18	allpossible_count_per_chr.chr19	allpossible_count_per_chr.chr2	allpossible_count_per_chr.chr20	allpossible_count_per_chr.chr21	allpossible_count_per_chr.chr22	allpossible_count_per_chr.chr3	allpossible_count_per_chr.chr4	allpossible_count_per_chr.chr5	allpossible_count_per_chr.chr6	allpossible_count_per_chr.chr7	allpossible_count_per_chr.chr8	allpossible_count_per_chr.chr9	allpossible_count_per_chr.chrX	allpossible_count_per_chr.chrY	prob_per_chr.chr1	prob_per_chr.chr10	prob_per_chr.chr11	prob_per_chr.chr12	prob_per_chr.chr13	prob_per_chr.chr14	prob_per_chr.chr15	prob_per_chr.chr16	prob_per_chr.chr17	prob_per_chr.chr18	prob_per_chr.chr19	prob_per_chr.chr2	prob_per_chr.chr20	prob_per_chr.chr21	prob_per_chr.chr22	prob_per_chr.chr3	prob_per_chr.chr4	prob_per_chr.chr5	prob_per_chr.chr6	prob_per_chr.chr7	prob_per_chr.chr8	prob_per_chr.chr9	prob_per_chr.chrX	prob_per_chr.chrY	log10prob_per_chr.chr1	log10prob_per_chr.chr10	log10prob_per_chr.chr11	log10prob_per_chr.chr12	log10prob_per_chr.chr13	log10prob_per_chr.chr14	log10prob_per_chr.chr15	log10prob_per_chr.chr16	log10prob_per_chr.chr17	log10prob_per_chr.chr18	log10prob_per_chr.chr19	log10prob_per_chr.chr2	log10prob_per_chr.chr20	log10prob_per_chr.chr21	log10prob_per_chr.chr22	log10prob_per_chr.chr3	log10prob_per_chr.chr4	log10prob_per_chr.chr5	log10prob_per_chr.chr6	log10prob_per_chr.chr7	log10prob_per_chr.chr8	log10prob_per_chr.chr9	log10prob_per_chr.chrX	log10prob_per_chr.chrY
2.050	100~126	39	4	2	1	46	1.591	0.602	0.301	0.000	1.663	0.848	0.087	0.043	0.022	3.096E+09	5.739E-10	-9.241	6.000E+00	1.000E+00	3.000E+00	5.000E+00	0.000E+00	2.000E+00	0.000E+00	3.000E+00	1.000E+00	2.000E+00	1.000E+00	1.000E+00	2.000E+00	0.000E+00	0.000E+00	3.000E+00	1.000E+00	3.000E+00	3.000E+00	2.000E+00	3.000E+00	3.000E+00	1.000E+00	0.000E+00	2.493E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.120E+07	7.808E+07	5.913E+07	2.432E+08	6.303E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	9.297E-10	2.850E-10	8.582E-10	1.443E-09	0.000E+00	7.195E-10	0.000E+00	1.282E-09	4.757E-10	9.893E-10	6.532E-10	1.588E-10	1.226E-09	0.000E+00	0.000E+00	5.851E-10	2.020E-10	6.404E-10	6.771E-10	4.854E-10	7.916E-10	8.205E-10	2.487E-10	0.000E+00	-9.032	-9.545	-9.066	-8.841	-100.000	-9.143	-100.000	-8.892	-9.323	-9.005	-9.185	-9.799	-8.912	-100.000	-100.000	-9.233	-9.695	-9.194	-9.169	-9.314	-9.101	-9.086	-9.604	-100.000
2.150	126~158	171	1	0	0	172	2.233	0.000	-100.000	-100.000	2.236	0.994	0.006	0.000	0.000	3.096E+09	1.705E-09	-8.768	1.700E+01	8.000E+00	1.000E+01	7.000E+00	2.000E+00	3.000E+00	5.000E+00	5.000E+00	5.000E+00	7.000E+00	3.000E+00	1.700E+01	4.000E+00	3.000E+00	3.000E+00	1.000E+01	1.100E+01	1.000E+01	8.000E+00	1.100E+01	9.000E+00	4.000E+00	1.000E+01	0.000E+00	2.493E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.120E+07	7.808E+07	5.913E+07	2.432E+08	6.303E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	2.092E-09	1.811E-09	2.272E-09	1.604E-09	5.327E-10	8.573E-10	1.496E-09	1.698E-09	1.889E-09	2.750E-09	1.556E-09	2.144E-09	1.947E-09	1.912E-09	1.794E-09	1.549E-09	1.765E-09	1.696E-09	1.434E-09	2.121E-09	1.886E-09	8.690E-10	1.976E-09	0.000E+00	-8.679	-8.742	-8.644	-8.795	-9.273	-9.067	-8.825	-8.770	-8.724	-8.561	-8.808	-8.669	-8.711	-8.718	-8.746	-8.810	-8.753	-8.771	-8.843	-8.674	-8.724	-9.061	-8.704	-100.000
2.250	158~200	784	0	3	3	790	2.894	-100.000	0.477	0.477	2.898	0.992	0.000	0.004	0.004	3.096E+09	6.219E-09	-8.206	7.900E+01	3.700E+01	3.600E+01	3.800E+01	2.700E+01	3.700E+01	2.500E+01	2.800E+01	2.100E+01	2.200E+01	1.000E+01	6.000E+01	1.700E+01	1.000E+01	9.000E+00	5.200E+01	4.200E+01	4.900E+01	4.400E+01	4.000E+01	2.900E+01	2.900E+01	4.900E+01	0.000E+00	2.493E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.120E+07	7.808E+07	5.913E+07	2.432E+08	6.303E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	7.724E-09	6.652E-09	6.498E-09	6.918E-09	5.713E-09	8.399E-09	5.942E-09	7.551E-09	6.303E-09	6.866E-09	4.121E-09	6.012E-09	6.573E-09	5.063E-09	4.275E-09	6.399E-09	5.354E-09	6.600E-09	6.266E-09	6.125E-09	4.828E-09	5.004E-09	7.690E-09	0.000E+00	-8.112	-8.177	-8.187	-8.160	-8.243	-8.076	-8.226	-8.122	-8.200	-8.163	-8.385	-8.221	-8.182	-8.296	-8.369	-8.194	-8.271	-8.180	-8.203	-8.213	-8.316	-8.301	-8.114	-100.000
2.350	200~251	2509	3	1	3	2516	3.400	0.477	0.000	0.477	3.401	0.997	0.001	0.000	0.001	3.096E+09	1.573E-08	-7.803	2.460E+02	1.160E+02	1.210E+02	1.340E+02	7.200E+01	8.500E+01	8.000E+01	6.800E+01	8.700E+01	5.500E+01	6.300E+01	1.950E+02	4.600E+01	2.700E+01	3.400E+01	1.770E+02	1.230E+02	1.490E+02	1.440E+02	1.260E+02	1.500E+02	1.020E+02	1.160E+02	0.000E+00	2.493E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.303E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	1.910E-08	1.657E-08	1.735E-08	1.938E-08	1.210E-08	1.533E-08	1.510E-08	1.457E-08	2.074E-08	1.364E-08	2.062E-08	1.552E-08	1.413E-08	1.086E-08	1.283E-08	1.730E-08	1.246E-08	1.594E-08	1.629E-08	1.533E-08	1.984E-08	1.398E-08	1.446E-08	0.000E+00	-7.719	-7.781	-7.761	-7.713	-7.917	-7.815	-7.821	-7.837	-7.683	-7.865	-7.686	-7.809	-7.850	-7.964	-7.892	-7.762	-7.905	-7.797	-7.788	-7.815	-7.703	-7.854	-7.840	-100.000
2.450	251~316	4130	3	3	0	4136	3.616	0.477	0.477	-100.000	3.617	0.999	0.001	0.001	0.000	3.096E+09	2.054E-08	-7.687	3.620E+02	1.840E+02	1.960E+02	1.970E+02	1.370E+02	1.240E+02	1.320E+02	1.210E+02	1.240E+02	1.020E+02	1.160E+02	3.520E+02	1.070E+02	3.700E+01	6.400E+01	2.810E+02	2.410E+02	2.330E+02	2.460E+02	2.160E+02	1.860E+02	1.670E+02	2.100E+02	1.000E+00	2.493E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.303E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	2.233E-08	2.087E-08	2.232E-08	2.263E-08	1.829E-08	1.776E-08	1.979E-08	2.059E-08	2.348E-08	2.009E-08	3.016E-08	2.225E-08	2.610E-08	1.182E-08	1.918E-08	2.182E-08	1.938E-08	1.980E-08	2.210E-08	2.087E-08	1.954E-08	1.818E-08	2.079E-08	2.590E-10	-7.651	-7.680	-7.651	-7.645	-7.738	-7.751	-7.703	-7.686	-7.629	-7.697	-7.521	-7.653	-7.583	-7.927	-7.717	-7.661	-7.713	-7.703	-7.656	-7.680	-7.709	-7.740	-7.682	-9.587
2.550	316~398	2599	4	2	4	2609	3.415	0.602	0.301	0.602	3.416	0.996	0.002	0.001	0.002	3.096E+09	1.029E-08	-7.987	2.320E+02	1.250E+02	1.450E+02	1.140E+02	6.800E+01	7.300E+01	7.300E+01	8.400E+01	1.070E+02	6.800E+01	5.400E+01	2.240E+02	7.500E+01	2.700E+01	5.100E+01	1.660E+02	1.170E+02	1.660E+02	1.620E+02	1.340E+02	1.260E+02	1.040E+02	1.140E+02	0.000E+00	2.493E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.303E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	1.137E-08	1.126E-08	1.312E-08	1.040E-08	7.211E-09	8.305E-09	8.695E-09	1.135E-08	1.609E-08	1.064E-08	1.115E-08	1.125E-08	1.453E-08	6.851E-09	1.214E-08	1.024E-08	7.475E-09	1.121E-08	1.156E-08	1.028E-08	1.051E-08	8.995E-09	8.967E-09	0.000E+00	-7.944	-7.948	-7.882	-7.983	-8.142	-8.081	-8.061	-7.945	-7.793	-7.973	-7.953	-7.949	-7.838	-8.164	-7.916	-7.990	-8.126	-7.951	-7.937	-7.988	-7.978	-8.046	-8.047	-100.000
2.650	398~501	557	2	4	8	571	2.746	0.301	0.602	0.903	2.757	0.975	0.004	0.007	0.014	3.096E+09	1.789E-09	-8.747	4.900E+01	2.700E+01	2.600E+01	3.200E+01	1.600E+01	2.200E+01	2.200E+01	2.600E+01	2.300E+01	1.400E+01	1.200E+01	4.000E+01	1.400E+01	4.000E+00	1.000E+01	3.700E+01	3.400E+01	3.400E+01	2.200E+01	3.500E+01	2.700E+01	2.500E+01	1.900E+01	1.000E+00	2.493E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.303E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	1.907E-09	1.933E-09	1.868E-09	2.319E-09	1.348E-09	1.988E-09	2.082E-09	2.792E-09	2.748E-09	1.740E-09	1.969E-09	1.596E-09	2.155E-09	8.063E-10	1.891E-09	1.813E-09	1.726E-09	1.823E-09	1.247E-09	2.134E-09	1.790E-09	1.717E-09	1.187E-09	1.634E-10	-8.720	-8.714	-8.729	-8.635	-8.870	-8.702	-8.682	-8.554	-8.561	-8.760	-8.706	-8.797	-8.667	-9.094	-8.723	-8.742	-8.763	-8.739	-8.904	-8.671	-8.747	-8.765	-8.926	-9.787
2.750	501~631	46	7	7	12	72	1.663	0.845	0.845	1.079	1.857	0.639	0.097	0.097	0.167	3.096E+09	1.792E-10	-9.747	6.000E+00	8.000E+00	4.000E+00	4.000E+00	2.000E+00	2.000E+00	1.000E+00	4.000E+00	0.000E+00	2.000E+00	0.000E+00	3.000E+00	0.000E+00	0.000E+00	5.000E+00	6.000E+00	4.000E+00	5.000E+00	4.000E+00	4.000E+00	1.000E+00	2.000E+00	5.000E+00	0.000E+00	2.493E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.302E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	1.855E-10	4.548E-10	2.283E-10	2.303E-10	1.338E-10	1.436E-10	7.516E-11	3.411E-10	0.000E+00	1.974E-10	0.000E+00	9.506E-11	0.000E+00	0.000E+00	7.510E-10	2.335E-10	1.613E-10	2.130E-10	1.801E-10	1.937E-10	5.265E-11	1.091E-10	2.481E-10	0.000E+00	-9.732	-9.342	-9.641	-9.638	-9.873	-9.843	-10.124	-9.467	-100.000	-9.705	-100.000	-10.022	-100.000	-100.000	-9.124	-9.632	-9.792	-9.672	-9.744	-9.713	-10.279	-9.962	-9.605	-100.000
2.850	631~794	17	16	15	17	65	1.230	1.204	1.176	1.230	1.813	0.262	0.246	0.231	0.262	3.096E+09	1.285E-10	-9.891	1.000E+01	4.000E+00	1.000E+00	5.000E+00	2.000E+00	2.000E+00	1.000E+00	3.000E+00	1.000E+00	1.000E+00	2.000E+00	7.000E+00	1.000E+00	0.000E+00	2.000E+00	4.000E+00	4.000E+00	4.000E+00	3.000E+00	0.000E+00	3.000E+00	1.000E+00	4.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.302E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	2.456E-10	1.806E-10	4.534E-11	2.287E-10	1.063E-10	1.140E-10	5.970E-11	2.032E-10	7.539E-11	7.840E-11	2.070E-10	1.762E-10	9.712E-11	0.000E+00	2.386E-10	1.236E-10	1.281E-10	1.353E-10	1.073E-10	0.000E+00	1.255E-10	4.335E-11	1.577E-10	0.000E+00	-9.610	-9.743	-10.344	-9.641	-9.973	-9.943	-10.224	-9.692	-10.123	-10.106	-9.684	-9.754	-10.013	-100.000	-9.622	-9.908	-9.892	-9.869	-9.969	-100.000	-9.901	-10.363	-9.802	-100.000
2.950	794~1,000	25	25	12	18	80	1.398	1.398	1.079	1.255	1.903	0.312	0.312	0.150	0.225	3.096E+09	1.257E-10	-9.901	3.000E+00	3.000E+00	1.000E+00	6.000E+00	1.000E+00	3.000E+00	5.000E+00	5.000E+00	2.000E+00	0.000E+00	2.000E+00	9.000E+00	0.000E+00	1.000E+00	1.000E+00	7.000E+00	3.000E+00	4.000E+00	9.000E+00	2.000E+00	4.000E+00	5.000E+00	4.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.302E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	5.852E-11	1.076E-10	3.601E-11	2.179E-10	4.222E-11	1.359E-10	2.371E-10	2.691E-10	1.198E-10	0.000E+00	1.645E-10	1.799E-10	0.000E+00	1.010E-10	9.477E-11	1.719E-10	7.631E-11	1.075E-10	2.557E-10	6.111E-11	1.329E-10	1.722E-10	1.253E-10	0.000E+00	-10.233	-9.968	-10.444	-9.662	-10.375	-9.867	-9.625	-9.570	-9.922	-100.000	-9.784	-9.745	-100.000	-9.996	-10.023	-9.765	-10.117	-9.969	-9.592	-10.214	-9.877	-9.764	-9.902	-100.000
3.050	1,000~1,259	23	32	26	24	105	1.362	1.505	1.415	1.380	2.021	0.219	0.305	0.248	0.229	3.096E+09	1.310E-10	-9.883	2.000E+01	8.000E+00	8.000E+00	5.000E+00	0.000E+00	1.000E+00	4.000E+00	2.000E+00	1.000E+00	1.000E+00	2.000E+00	8.000E+00	2.000E+00	3.000E+00	3.000E+00	3.000E+00	5.000E+00	7.000E+00	4.000E+00	5.000E+00	4.000E+00	3.000E+00	6.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.302E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	3.099E-10	2.280E-10	2.289E-10	1.443E-10	0.000E+00	3.598E-11	1.507E-10	8.549E-11	4.757E-11	4.947E-11	1.306E-10	1.270E-10	1.226E-10	2.407E-10	2.258E-10	5.851E-11	1.010E-10	1.494E-10	9.028E-11	1.213E-10	1.055E-10	8.205E-11	1.492E-10	0.000E+00	-9.509	-9.642	-9.640	-9.841	-100.000	-10.444	-9.822	-10.068	-10.323	-10.306	-9.884	-9.896	-9.912	-9.618	-9.646	-10.233	-9.996	-9.826	-10.044	-9.916	-9.977	-10.086	-9.826	-100.000
3.150	1,259~1,585	30	33	34	45	142	1.477	1.519	1.531	1.653	2.152	0.211	0.232	0.239	0.317	3.096E+09	1.407E-10	-9.852	1.300E+01	9.000E+00	3.000E+00	2.000E+00	2.000E+00	5.000E+00	1.000E+01	9.000E+00	3.000E+00	4.000E+00	8.000E+00	1.400E+01	4.000E+00	0.000E+00	1.000E+00	1.000E+01	7.000E+00	4.000E+00	8.000E+00	6.000E+00	8.000E+00	1.100E+01	1.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.302E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	1.600E-10	2.037E-10	6.817E-11	4.584E-11	5.327E-11	1.429E-10	2.992E-10	3.056E-10	1.134E-10	1.572E-10	4.151E-10	1.766E-10	1.947E-10	0.000E+00	5.980E-11	1.549E-10	1.123E-10	6.783E-11	1.434E-10	1.157E-10	1.677E-10	2.390E-10	1.976E-11	0.000E+00	-9.796	-9.691	-10.166	-10.339	-10.273	-9.845	-9.524	-9.515	-9.946	-9.804	-9.382	-9.753	-9.711	-100.000	-10.223	-9.810	-9.949	-10.169	-9.843	-9.937	-9.776	-9.622	-10.704	-100.000
3.250	1,585~1,995	40	41	49	45	175	1.602	1.613	1.690	1.653	2.243	0.229	0.234	0.280	0.257	3.096E+09	1.378E-10	-9.861	1.700E+01	9.000E+00	1.300E+01	8.000E+00	2.000E+00	5.000E+00	6.000E+00	9.000E+00	3.000E+00	4.000E+00	3.000E+00	1.600E+01	5.000E+00	2.000E+00	1.000E+00	8.000E+00	1.700E+01	1.200E+01	8.000E+00	8.000E+00	9.000E+00	5.000E+00	5.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.339E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.302E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	1.662E-10	1.618E-10	2.346E-10	1.456E-10	4.232E-11	1.135E-10	1.426E-10	2.427E-10	9.004E-11	1.248E-10	1.236E-10	1.603E-10	1.933E-10	1.013E-10	4.750E-11	9.845E-11	2.167E-10	1.616E-10	1.139E-10	1.225E-10	1.498E-10	8.628E-11	7.847E-11	0.000E+00	-9.779	-9.791	-9.630	-9.837	-10.373	-9.945	-9.846	-9.615	-10.046	-9.904	-9.908	-9.795	-9.714	-9.995	-10.323	-10.007	-9.664	-9.791	-9.943	-9.912	-9.824	-10.064	-10.105	-100.000
3.350	1,995~2,512	60	51	49	39	199	1.778	1.708	1.690	1.591	2.299	0.302	0.256	0.246	0.196	3.096E+09	1.244E-10	-9.905	2.000E+01	1.700E+01	1.300E+01	9.000E+00	1.000E+01	6.000E+00	6.000E+00	7.000E+00	5.000E+00	5.000E+00	4.000E+00	8.000E+00	6.000E+00	1.000E+00	3.000E+00	1.900E+01	5.000E+00	1.700E+01	9.000E+00	8.000E+00	9.000E+00	7.000E+00	5.000E+00	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.338E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.808E+07	5.913E+07	2.432E+08	6.302E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	1.553E-10	2.428E-10	1.864E-10	1.302E-10	1.681E-10	1.082E-10	1.133E-10	1.500E-10	1.192E-10	1.240E-10	1.309E-10	6.367E-11	1.843E-10	4.022E-11	1.132E-10	1.857E-10	5.063E-11	1.819E-10	1.018E-10	9.731E-11	1.190E-10	9.595E-11	6.233E-11	0.000E+00	-9.809	-9.615	-9.730	-9.886	-9.775	-9.966	-9.946	-9.824	-9.924	-9.907	-9.883	-10.196	-9.735	-10.396	-9.946	-9.731	-10.296	-9.740	-9.992	-10.012	-9.924	-10.018	-10.205	-100.000
3.450	2,512~3,162	55	62	53	42	212	1.740	1.792	1.724	1.623	2.326	0.259	0.292	0.250	0.198	3.096E+09	1.053E-10	-9.978	2.000E+01	2.100E+01	1.400E+01	6.000E+00	5.000E+00	7.000E+00	1.000E+01	6.000E+00	7.000E+00	2.000E+00	8.000E+00	1.700E+01	3.000E+00	6.000E+00	4.000E+00	1.000E+01	1.400E+01	1.100E+01	5.000E+00	1.300E+01	9.000E+00	5.000E+00	8.000E+00	1.000E+00	2.492E+08	1.355E+08	1.350E+08	1.338E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.807E+07	5.913E+07	2.432E+08	6.302E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	1.234E-10	2.382E-10	1.594E-10	6.892E-11	6.675E-11	1.003E-10	1.500E-10	1.021E-10	1.326E-10	3.939E-11	2.080E-10	1.075E-10	7.319E-11	1.917E-10	1.199E-10	7.765E-11	1.126E-10	9.349E-11	4.493E-11	1.256E-10	9.455E-11	5.444E-11	7.922E-11	2.590E-11	-9.909	-9.623	-9.797	-10.162	-10.176	-9.999	-9.824	-9.991	-9.878	-10.405	-9.682	-9.969	-10.136	-9.717	-9.921	-10.110	-9.948	-10.029	-10.347	-9.901	-10.024	-10.264	-10.101	-10.587
3.550	3,162~3,981	59	71	72	69	271	1.771	1.851	1.857	1.839	2.433	0.218	0.262	0.266	0.255	3.096E+09	1.069E-10	-9.971	2.400E+01	1.200E+01	9.000E+00	1.400E+01	7.000E+00	1.000E+01	1.300E+01	1.700E+01	8.000E+00	6.000E+00	6.000E+00	2.400E+01	7.000E+00	1.000E+00	5.000E+00	1.200E+01	1.600E+01	1.400E+01	1.400E+01	1.200E+01	1.000E+01	1.200E+01	1.700E+01	1.000E+00	2.492E+08	1.355E+08	1.350E+08	1.338E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.807E+07	5.913E+07	2.432E+08	6.302E+07	4.813E+07	5.130E+07	1.980E+08	1.912E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	1.176E-10	1.081E-10	8.142E-11	1.277E-10	7.423E-11	1.138E-10	1.549E-10	2.298E-10	1.203E-10	9.386E-11	1.239E-10	1.205E-10	1.357E-10	2.538E-11	1.190E-10	7.401E-11	1.022E-10	9.451E-11	9.992E-11	9.210E-11	8.345E-11	1.038E-10	1.337E-10	2.057E-11	-9.930	-9.966	-10.089	-9.894	-10.129	-9.944	-9.810	-9.639	-9.920	-10.028	-9.907	-9.919	-9.868	-10.596	-9.924	-10.131	-9.990	-10.025	-10.000	-10.036	-10.079	-9.984	-9.874	-10.687
3.650	3,981~5,012	79	79	81	84	323	1.898	1.898	1.908	1.924	2.509	0.245	0.245	0.251	0.260	3.096E+09	1.012E-10	-9.995	2.300E+01	2.000E+01	2.100E+01	1.800E+01	4.000E+00	7.000E+00	7.000E+00	1.200E+01	1.800E+01	9.000E+00	6.000E+00	2.600E+01	8.000E+00	2.000E+00	3.000E+00	3.200E+01	1.300E+01	1.700E+01	1.200E+01	2.200E+01	1.400E+01	1.800E+01	1.100E+01	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.338E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.807E+07	5.912E+07	2.432E+08	6.302E+07	4.813E+07	5.130E+07	1.980E+08	1.911E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	8.952E-11	1.432E-10	1.509E-10	1.305E-10	3.369E-11	6.326E-11	6.623E-11	1.288E-10	2.151E-10	1.118E-10	9.845E-11	1.037E-10	1.231E-10	4.032E-11	5.673E-11	1.568E-10	6.598E-11	9.116E-11	6.803E-11	1.341E-10	9.280E-11	1.237E-10	6.873E-11	0.000E+00	-10.048	-9.844	-9.821	-9.885	-10.472	-10.199	-10.179	-9.890	-9.667	-9.951	-10.007	-9.984	-9.910	-10.395	-10.246	-9.805	-10.181	-10.040	-10.167	-9.873	-10.032	-9.908	-10.163	-100.000
3.750	5,012~6,310	92	103	89	94	378	1.964	2.013	1.949	1.973	2.577	0.243	0.272	0.235	0.249	3.096E+09	9.410E-11	-10.026	2.600E+01	3.300E+01	2.800E+01	2.000E+01	1.600E+01	1.500E+01	8.000E+00	1.300E+01	1.000E+01	3.000E+00	9.000E+00	4.100E+01	1.400E+01	5.000E+00	7.000E+00	1.900E+01	1.400E+01	2.200E+01	1.200E+01	1.400E+01	1.800E+01	1.400E+01	1.700E+01	0.000E+00	2.492E+08	1.355E+08	1.350E+08	1.338E+08	1.152E+08	1.073E+08	1.025E+08	9.035E+07	8.119E+07	7.807E+07	5.912E+07	2.432E+08	6.302E+07	4.812E+07	5.130E+07	1.980E+08	1.911E+08	1.809E+08	1.711E+08	1.591E+08	1.464E+08	1.412E+08	1.553E+08	5.937E+07	8.038E-11	1.876E-10	1.598E-10	1.151E-10	1.071E-10	1.077E-10	6.013E-11	1.109E-10	9.491E-11	2.961E-11	1.173E-10	1.299E-10	1.712E-10	8.006E-11	1.052E-10	7.394E-11	5.644E-11	9.371E-11	5.404E-11	6.779E-11	9.477E-11	7.640E-11	8.437E-11	0.000E+00	-10.095	-9.727	-9.796	-9.939	-9.970	-9.968	-10.221	-9.955	-10.023	-10.529	-9.931	-9.886	-9.767	-10.097	-9.978	-10.131	-10.248	-10.028	-10.267	-10.169	-10.023	-10.117	-10.074	-100.000
